Table,Table_Description,Field,Calculated,Display_Name,Data_Type,Field_Description,Notes,Values,Validation,Required,Ref_Source,Ref_Name,Ref_Link,Ref_Match,Ref_Notes,Translation source,Spanish Translation,Ref2_DataScribe,Ref2_Source,Ref2_Name,Ref2_Link,Ref2_Match,Ref2_Notes,Other_Links,...26,...27
Soil.Out,"This section is used to record detailed soil properties at the beginning of an experiment, including texture, pH, nutrient content, and other relevant information. You can add several lines to the table where soil properties are reported for multiple depths. Don't record soil properties measured after an experiment has begun here.",Soil.NH4,No,Ammonium (NH4+),Numeric,Amount of nitrogen as component of ammonium. Source: AGROVOC,,NA,Depends on Unit,No,AGROVOC,ammonium nitrogen,http://aims.fao.org/aos/agrovoc/c_37457,Yes,"substances > elements > nonmetals > nitrogen > ammonium nitrogen
properties > soil properties > soil chemicophysical properties > nitrogen content > ammonium nitrogen
properties > composition > proximate composition > nitrogen content > ammonium nitrogen",Camila,Amonio,,,,,,,,,
Soil.Out,"This section is used to record detailed soil properties at the beginning of an experiment, including texture, pH, nutrient content, and other relevant information. You can add several lines to the table where soil properties are reported for multiple depths. Don't record soil properties measured after an experiment has begun here.",Soil.NO3,No,Nitrate (NO3-),Numeric,Amount of nitrogen as component of nitrate. Source: AGROVOC,,NA,Depends on Unit,No,AGROVOC,nitrate-nitrogen,http://aims.fao.org/aos/agrovoc/c_0e5d9815,Yes,"substances > elements > nonmetals > nitrogen > nitrate-nitrogen
properties > soil properties > soil chemicophysical properties > nitrogen content > nitrate-nitrogen
properties > composition > proximate composition > nitrogen content > nitrate-nitrogen",Camila,Nitrato,,,,,,,,,
Soil.Out,"This section is used to record detailed soil properties at the beginning of an experiment, including texture, pH, nutrient content, and other relevant information. You can add several lines to the table where soil properties are reported for multiple depths. Don't record soil properties measured after an experiment has begun here.",Soil.AN,No,Available Nitrogen (AN),Numeric,Content of plant available nitrogen in soil. Source: AGROVOC,,NA,Depends on Unit,No,AGROVOC,plant available nitrogen,http://aims.fao.org/aos/agrovoc/c_05f1777f,Yes,"properties > soil properties > soil chemicophysical properties > nitrogen content > plant available nitrogen
properties > composition > proximate composition > nitrogen content > plant available nitrogen",Camila,Nitrogeno disponible,,,,,,,,,
Soil.Out,"This section is used to record detailed soil properties at the beginning of an experiment, including texture, pH, nutrient content, and other relevant information. You can add several lines to the table where soil properties are reported for multiple depths. Don't record soil properties measured after an experiment has begun here.",Soil.AP,No,Available Phosphorus (AP),Numeric,Content of plant available phosphorous in soil. Source: AGROVOC,,NA,Depends on Unit,No,AGROVOC,plant available phosphorus,http://aims.fao.org/aos/agrovoc/c_eb7b4957,Yes,properties > soil properties > soil chemicophysical properties > phosphorus content > plant available phosphorus,,,,,,,,,,,
Soil.Out,"This section is used to record detailed soil properties at the beginning of an experiment, including texture, pH, nutrient content, and other relevant information. You can add several lines to the table where soil properties are reported for multiple depths. Don't record soil properties measured after an experiment has begun here.",Soil.TP,No,Total Phosphorus (TP),Numeric,"Total P content, e.g. in a soil sample. Source: AGROVOC",,NA,Depends on Unit,No,AGROVOC,total phosphorus,http://aims.fao.org/aos/agrovoc/c_ac4b3c22,Yes,properties > soil properties > soil chemicophysical properties > phosphorus content > total phosphorus,,,,,,,,,,,
Soil.Out,"This section is used to record detailed soil properties at the beginning of an experiment, including texture, pH, nutrient content, and other relevant information. You can add several lines to the table where soil properties are reported for multiple depths. Don't record soil properties measured after an experiment has begun here.",Soil.CaCO3,No,Calcium Carbonate,Numeric,Content or amount of calcium carbonate (CaCO3) in soil.,,NA,Depends on Unit,No,AGROVOC,calcium carbonate,http://aims.fao.org/aos/agrovoc/c_1197,Partial,"substances > chemical compounds > salts > inorganic acid salts > carbonates > calcium carbonate
substances > chemical compounds > inorganic compounds > inorganic acid salts > carbonates > calcium carbonate",,,,,,,,,,,
Soil.Out,"This section is used to record detailed soil properties at the beginning of an experiment, including texture, pH, nutrient content, and other relevant information. You can add several lines to the table where soil properties are reported for multiple depths. Don't record soil properties measured after an experiment has begun here.",SND.Unit,Yes,Sand Unit,Character,"The reporting unit of sand, silt or clay is set to percent %. The total of sand, silt and clay should total 100.",,%,If !is.na(SND) then this field == %,NA,AGROVOC,,,No,,Camila,Arena,No,OM,percent,http://www.ontology-of-units-of-measure.org/resource/om-2/percent,Yes,,,,
Soil.Out,"This section is used to record detailed soil properties at the beginning of an experiment, including texture, pH, nutrient content, and other relevant information. You can add several lines to the table where soil properties are reported for multiple depths. Don't record soil properties measured after an experiment has begun here.",SLT.Unit,Yes,Silt Unit,Character,"The reporting unit of sand, silt or clay is set to percent %. The total of sand, silt and clay should total 100.",,%,If !is.na(SLT) then this field == %,NA,AGROVOC,,,No,,Camila,Limo,No,OM,percent,http://www.ontology-of-units-of-measure.org/resource/om-2/percent,Yes,,,,
Soil.Out,"This section is used to record detailed soil properties at the beginning of an experiment, including texture, pH, nutrient content, and other relevant information. You can add several lines to the table where soil properties are reported for multiple depths. Don't record soil properties measured after an experiment has begun here.",CLY.Unit,Yes,Clay Unit,Character,"The reporting unit of sand, silt or clay is set to percent %. The total of sand, silt and clay should total 100.",,%,If !is.na(CLY) then this field == %,NA,AGROVOC,,,No,,Camila,Arcilla,No,OM,percent,http://www.ontology-of-units-of-measure.org/resource/om-2/percent,Yes,,,,
Soil.Out,"This section is used to record detailed soil properties at the beginning of an experiment, including texture, pH, nutrient content, and other relevant information. You can add several lines to the table where soil properties are reported for multiple depths. Don't record soil properties measured after an experiment has begun here.",Soil.BD.Unit,No,Bulk Density (BD) Unit,Character,Unit of measurement for bulk density.,,lookup_levels$Soil.BD.Unit,NA,Needs to be filled if a corresponding value exists for this soil parameter.,NA,NA,NA,NA,NA,Camila,Densidad aparente,Yes,IAO,measurement unit label,http://purl.obolibrary.org/obo/IAO_0000003,(Yes),A measurement unit label is as a label that is part of a scalar measurement datum and denotes a unit of measure.,,,
Soil.Out,"This section is used to record detailed soil properties at the beginning of an experiment, including texture, pH, nutrient content, and other relevant information. You can add several lines to the table where soil properties are reported for multiple depths. Don't record soil properties measured after an experiment has begun here.",Soil.TC.Unit,No,Total Carbon (TC) Unit,Character,Unit of measurement for total carbon.,,lookup_levels$Soil.SOM.Unit,NA,Needs to be filled if a corresponding value exists for this soil parameter.,NA,NA,NA,NA,NA,Camila,Carbono total,Yes,IAO,measurement unit label,http://purl.obolibrary.org/obo/IAO_0000003,(Yes),A measurement unit label is as a label that is part of a scalar measurement datum and denotes a unit of measure.,,,
Soil.Out,"This section is used to record detailed soil properties at the beginning of an experiment, including texture, pH, nutrient content, and other relevant information. You can add several lines to the table where soil properties are reported for multiple depths. Don't record soil properties measured after an experiment has begun here.",Soil.SOC.Unit,No,Soil Organic Carbon Content (SOC) Unit,Character,Unit of measurement for soil organic carbon.,,lookup_levels$Soil.SOM.Unit,NA,Needs to be filled if a corresponding value exists for this soil parameter.,NA,NA,NA,NA,NA,Camila,Contenido organico del suelo,Yes,IAO,measurement unit label,http://purl.obolibrary.org/obo/IAO_0000003,(Yes),A measurement unit label is as a label that is part of a scalar measurement datum and denotes a unit of measure.,,,
